customer_id,name,email,age,country,purchase_amount
224,Customer_224,user224@gmail.com,24,India,4568
225,Customer_225,user225@gmail.com,31,India,140
226,Customer_226,user226@gmail.com,23,USA,2033
227,Customer_227,user227@gmail.com,31,USA,219
228,Customer_228,user228@gmail.com,21,UK,2752
229,Customer_229,user229@gmail.com,58,UK,1724
230,Customer_230,user230@gmail.com,62,India,582
231,Customer_231,user231@gmail.com,44,UK,2335
232,Customer_232,user232@gmail.com,54,UK,2682
233,Customer_233,user233@gmail.com,58,USA,1879
234,Customer_234,user234@gmail.com,33,USA,1951
235,Customer_235,user235@gmail.com,50,UK,872
236,Customer_236,user236@gmail.com,45,India,1922
237,Customer_237,user237@gmail.com,25,USA,3936
238,Customer_238,user238@gmail.com,65,UK,3164
239,Customer_239,user239@gmail.com,59,UK,669
240,Customer_240,user240@gmail.com,59,USA,350
241,Customer_241,user241@gmail.com,32,India,893
242,Customer_242,user242@gmail.com,42,UK,3741
243,Customer_243,user243@gmail.com,20,USA,3984
244,Customer_244,user244@gmail.com,63,USA,3594
245,Customer_245,user245@gmail.com,42,India,4645
246,Customer_246,user246@gmail.com,68,USA,2033
247,Customer_247,user247@gmail.com,53,India,3220
248,Customer_248,user248@gmail.com,30,India,2704
249,Customer_249,user249@gmail.com,23,USA,625
250,Customer_250,user250@gmail.com,58,UK,2128
251,Customer_251,user251@gmail.com,64,UK,3015
252,Customer_252,user252@gmail.com,30,India,4546
253,Customer_253,user253@gmail.com,32,USA,771
254,Customer_254,user254@gmail.com,56,UK,130
255,Customer_255,user255@gmail.com,62,UK,3493
256,Customer_256,user256@gmail.com,51,UK,1053
257,Customer_257,user257@gmail.com,20,UK,4332
258,Customer_258,user258@gmail.com,55,India,4806
259,Customer_259,user259@gmail.com,62,India,3663
260,Customer_260,user260@gmail.com,53,India,1095
261,Customer_261,user261@gmail.com,66,UK,1866
262,Customer_262,user262@gmail.com,45,UK,189
263,Customer_263,user263@gmail.com,34,India,4397
264,Customer_264,user264@gmail.com,22,USA,4883
265,Customer_265,user265@gmail.com,27,UK,3477
266,Customer_266,user266@gmail.com,27,USA,724
267,Customer_267,user267@gmail.com,18,UK,4133
268,Customer_268,user268@gmail.com,29,India,337
269,Customer_269,user269@gmail.com,32,India,377
270,Customer_270,user270@gmail.com,49,UK,1457
271,Customer_271,user271@gmail.com,25,USA,4837
272,Customer_272,user272@gmail.com,69,USA,3088
273,Customer_273,user273@gmail.com,27,India,3883
274,Customer_274,user274@gmail.com,68,India,4291
275,Customer_275,user275@gmail.com,29,USA,1216
276,Customer_276,user276@gmail.com,20,USA,4144
277,Customer_277,user277@gmail.com,34,USA,4634
278,Customer_278,user278@gmail.com,36,India,4133
279,Customer_279,user279@gmail.com,32,UK,3886
280,Customer_280,user280@gmail.com,38,UK,295
281,Customer_281,user281@gmail.com,36,India,2055
282,Customer_282,user282@gmail.com,64,USA,2789
283,Customer_283,user283@gmail.com,54,USA,4427
284,Customer_284,user284@gmail.com,66,India,1448
285,Customer_285,user285@gmail.com,37,UK,3279
286,Customer_286,user286@gmail.com,40,UK,1209
287,Customer_287,user287@gmail.com,37,India,1567
288,Customer_288,user288@gmail.com,50,UK,2685
289,Customer_289,user289@gmail.com,69,India,4355
290,Customer_290,user290@gmail.com,38,USA,4165
291,Customer_291,user291@gmail.com,51,UK,4009
292,Customer_292,user292@gmail.com,43,USA,723
293,Customer_293,user293@gmail.com,41,UK,3725
294,Customer_294,user294@gmail.com,22,India,4673
295,Customer_295,user295@gmail.com,49,UK,448
296,Customer_296,user296@gmail.com,43,UK,1985
297,Customer_297,user297@gmail.com,65,UK,4864
298,Customer_298,user298@gmail.com,50,USA,4515
299,Customer_299,user299@gmail.com,25,USA,2750
300,Customer_300,user300@gmail.com,50,USA,3270
301,Customer_301,user301@gmail.com,52,USA,2540
302,Customer_302,user302@gmail.com,63,India,2375
303,Customer_303,user303@gmail.com,70,India,2000
304,Customer_304,user304@gmail.com,40,UK,2467
305,Customer_305,user305@gmail.com,25,USA,4122
306,Customer_306,user306@gmail.com,34,India,2661
307,Customer_307,user307@gmail.com,32,India,1091
308,Customer_308,user308@gmail.com,69,UK,2732
309,Customer_309,user309@gmail.com,30,India,3455
310,Customer_310,user310@gmail.com,23,India,1535
311,Customer_311,user311@gmail.com,66,UK,771
312,Customer_312,user312@gmail.com,25,India,2782
313,Customer_313,user313@gmail.com,27,UK,3770
314,Customer_314,user314@gmail.com,34,India,1164
315,Customer_315,user315@gmail.com,70,UK,2538
316,Customer_316,user316@gmail.com,26,USA,4147
317,Customer_317,user317@gmail.com,62,UK,1541
318,Customer_318,user318@gmail.com,19,UK,1641
319,Customer_319,user319@gmail.com,49,USA,1579
320,Customer_320,user320@gmail.com,20,UK,4829
321,Customer_321,user321@gmail.com,24,USA,2230
322,Customer_322,user322@gmail.com,44,USA,2791
323,Customer_323,user323@gmail.com,63,India,3261
324,Customer_324,user324@gmail.com,38,USA,1024
325,Customer_325,user325@gmail.com,63,USA,4221
326,Customer_326,user326@gmail.com,40,UK,3525
327,Customer_327,user327@gmail.com,65,USA,1398
328,Customer_328,user328@gmail.com,39,India,4706
329,Customer_329,user329@gmail.com,37,USA,3572
330,Customer_330,user330@gmail.com,65,UK,2556
331,Customer_331,user331@gmail.com,25,USA,1779
332,Customer_332,user332@gmail.com,21,USA,1213
333,Customer_333,user333@gmail.com,49,USA,916
334,Customer_334,user334@gmail.com,33,USA,3273
335,Customer_335,user335@gmail.com,40,India,4422
336,Customer_336,user336@gmail.com,65,USA,3802
337,Customer_337,user337@gmail.com,52,USA,4105
338,Customer_338,user338@gmail.com,66,India,3644
339,Customer_339,user339@gmail.com,70,USA,2297
340,Customer_340,user340@gmail.com,18,India,958
341,Customer_341,user341@gmail.com,56,USA,2445
342,Customer_342,user342@gmail.com,54,UK,1356
343,Customer_343,user343@gmail.com,39,USA,2364
344,Customer_344,user344@gmail.com,35,UK,252
345,Customer_345,user345@gmail.com,36,UK,3128
346,Customer_346,user346@gmail.com,38,USA,621
347,Customer_347,user347@gmail.com,26,USA,1664
348,Customer_348,user348@gmail.com,51,USA,3453
349,Customer_349,user349@gmail.com,25,USA,1746
350,Customer_350,user350@gmail.com,31,USA,2577
351,Customer_351,user351@gmail.com,55,UK,3740
352,Customer_352,user352@gmail.com,33,USA,1989
353,Customer_353,user353@gmail.com,60,USA,804
354,Customer_354,user354@gmail.com,22,UK,3889
355,Customer_355,user355@gmail.com,65,UK,2232
356,Customer_356,user356@gmail.com,65,India,4469
357,Customer_357,user357@gmail.com,25,USA,1447
358,Customer_358,user358@gmail.com,64,India,4479
359,Customer_359,user359@gmail.com,55,USA,3302
360,Customer_360,user360@gmail.com,40,USA,4872
361,Customer_361,user361@gmail.com,66,USA,697
362,Customer_362,user362@gmail.com,41,India,4490
363,Customer_363,user363@gmail.com,57,India,635
364,Customer_364,user364@gmail.com,26,India,2412
365,Customer_365,user365@gmail.com,70,UK,664
366,Customer_366,user366@gmail.com,26,UK,4914
367,Customer_367,user367@gmail.com,41,UK,3908
368,Customer_368,user368@gmail.com,32,India,3350
369,Customer_369,user369@gmail.com,37,UK,2026
370,Customer_370,user370@gmail.com,22,India,1175
371,Customer_371,user371@gmail.com,62,USA,4389
372,Customer_372,user372@gmail.com,50,India,2309
373,Customer_373,user373@gmail.com,25,USA,2498
374,Customer_374,user374@gmail.com,29,UK,1449
375,Customer_375,user375@gmail.com,51,UK,2110
376,Customer_376,user376@gmail.com,70,India,1455
377,Customer_377,user377@gmail.com,65,UK,1416
378,Customer_378,user378@gmail.com,38,India,2584
379,Customer_379,user379@gmail.com,28,India,3722
380,Customer_380,user380@gmail.com,53,UK,601
381,Customer_381,user381@gmail.com,51,India,1193
382,Customer_382,user382@gmail.com,63,UK,2248
383,Customer_383,user383@gmail.com,22,India,1262
384,Customer_384,user384@gmail.com,55,USA,1110
385,Customer_385,user385@gmail.com,25,India,4998
386,Customer_386,user386@gmail.com,25,UK,3962
387,Customer_387,user387@gmail.com,57,USA,782
388,Customer_388,user388@gmail.com,53,UK,1667
389,Customer_389,user389@gmail.com,40,UK,279
390,Customer_390,user390@gmail.com,29,India,2509
391,Customer_391,user391@gmail.com,44,USA,2895
392,Customer_392,user392@gmail.com,45,UK,3443
393,Customer_393,user393@gmail.com,64,India,1640
394,Customer_394,user394@gmail.com,63,UK,1544
395,Customer_395,user395@gmail.com,45,India,475
396,Customer_396,user396@gmail.com,46,India,290
397,Customer_397,user397@gmail.com,54,USA,2075
398,Customer_398,user398@gmail.com,46,UK,661
399,Customer_399,user399@gmail.com,18,India,2022
400,Customer_400,user400@gmail.com,56,India,3906
401,Customer_401,user401@gmail.com,21,India,1267
402,Customer_402,user402@gmail.com,39,UK,707
403,Customer_403,user403@gmail.com,24,UK,3613
404,Customer_404,user404@gmail.com,39,UK,3111
405,Customer_405,user405@gmail.com,29,UK,1482
406,Customer_406,user406@gmail.com,23,USA,4342
407,Customer_407,user407@gmail.com,47,UK,3892
408,Customer_408,user408@gmail.com,67,USA,2239
409,Customer_409,user409@gmail.com,48,UK,704
410,Customer_410,user410@gmail.com,28,USA,3059
411,Customer_411,user411@gmail.com,56,UK,1697
412,Customer_412,user412@gmail.com,50,USA,433
413,Customer_413,user413@gmail.com,28,India,2180
414,Customer_414,user414@gmail.com,70,USA,3861
415,Customer_415,user415@gmail.com,35,USA,114
416,Customer_416,user416@gmail.com,57,USA,1352
417,Customer_417,user417@gmail.com,57,UK,951
418,Customer_418,user418@gmail.com,18,UK,3324
419,Customer_419,user419@gmail.com,53,UK,1044
420,Customer_420,user420@gmail.com,67,India,4351
421,Customer_421,user421@gmail.com,68,USA,2363
422,Customer_422,user422@gmail.com,43,USA,3417
423,Customer_423,user423@gmail.com,36,UK,1779
424,Customer_424,user424@gmail.com,51,UK,1201
425,Customer_425,user425@gmail.com,45,India,3348
426,Customer_426,user426@gmail.com,66,UK,4723
427,Customer_427,user427@gmail.com,46,India,4612
428,Customer_428,user428@gmail.com,41,UK,3490
429,Customer_429,user429@gmail.com,53,India,1510
430,Customer_430,user430@gmail.com,56,UK,455
431,Customer_431,user431@gmail.com,48,USA,4345
432,Customer_432,user432@gmail.com,28,India,3023
433,Customer_433,user433@gmail.com,46,USA,4801
434,Customer_434,user434@gmail.com,33,India,367
435,Customer_435,user435@gmail.com,24,India,581
436,Customer_436,user436@gmail.com,26,India,4071
437,Customer_437,user437@gmail.com,34,USA,4208
438,Customer_438,user438@gmail.com,20,India,3222
439,Customer_439,user439@gmail.com,46,UK,3397
440,Customer_440,user440@gmail.com,65,UK,1761
441,Customer_441,user441@gmail.com,53,India,411
442,Customer_442,user442@gmail.com,70,UK,3721
443,Customer_443,user443@gmail.com,46,UK,4613
444,Customer_444,user444@gmail.com,21,India,2123
445,Customer_445,user445@gmail.com,38,UK,1662
446,Customer_446,user446@gmail.com,45,USA,3136
447,Customer_447,user447@gmail.com,26,India,4888
448,Customer_448,user448@gmail.com,58,USA,2839
449,Customer_449,user449@gmail.com,25,USA,1683
450,Customer_450,user450@gmail.com,45,India,2064
451,Customer_451,user451@gmail.com,47,India,2538
452,Customer_452,user452@gmail.com,34,USA,3152
453,Customer_453,user453@gmail.com,42,India,3022
454,Customer_454,user454@gmail.com,50,India,4730
455,Customer_455,user455@gmail.com,40,UK,4172
456,Customer_456,user456@gmail.com,33,UK,1438
457,Customer_457,user457@gmail.com,47,India,1005
458,Customer_458,user458@gmail.com,42,UK,4868
459,Customer_459,user459@gmail.com,26,USA,3230
460,Customer_460,user460@gmail.com,54,India,2818
461,Customer_461,user461@gmail.com,48,UK,4431
462,Customer_462,user462@gmail.com,27,UK,4519
463,Customer_463,user463@gmail.com,46,USA,3942
464,Customer_464,user464@gmail.com,63,USA,4973
465,Customer_465,user465@gmail.com,30,India,4893
466,Customer_466,user466@gmail.com,29,India,4385
467,Customer_467,user467@gmail.com,63,UK,4651
468,Customer_468,user468@gmail.com,52,USA,789
469,Customer_469,user469@gmail.com,38,India,4038
470,Customer_470,user470@gmail.com,42,India,4897
471,Customer_471,user471@gmail.com,28,USA,4687
472,Customer_472,user472@gmail.com,63,USA,4126
473,Customer_473,user473@gmail.com,60,USA,1230
474,Customer_474,user474@gmail.com,54,UK,3772
475,Customer_475,user475@gmail.com,32,USA,4270
476,Customer_476,user476@gmail.com,25,India,602
477,Customer_477,user477@gmail.com,65,USA,2817
478,Customer_478,user478@gmail.com,29,UK,2169
479,Customer_479,user479@gmail.com,30,USA,2561
480,Customer_480,user480@gmail.com,60,India,1056
481,Customer_481,user481@gmail.com,33,UK,4535
482,Customer_482,user482@gmail.com,35,India,2011
483,Customer_483,user483@gmail.com,42,USA,3751
484,Customer_484,user484@gmail.com,62,India,2465
485,Customer_485,user485@gmail.com,34,USA,4335
486,Customer_486,user486@gmail.com,42,India,1349
487,Customer_487,user487@gmail.com,41,UK,768
488,Customer_488,user488@gmail.com,39,India,4074
489,Customer_489,user489@gmail.com,37,UK,1234
490,Customer_490,user490@gmail.com,34,India,3328
491,Customer_491,user491@gmail.com,35,USA,4128
492,Customer_492,user492@gmail.com,42,USA,2413
493,Customer_493,user493@gmail.com,69,UK,4318
494,Customer_494,user494@gmail.com,47,India,1011
495,Customer_495,user495@gmail.com,46,UK,4834
496,Customer_496,user496@gmail.com,35,UK,663
497,Customer_497,user497@gmail.com,63,USA,4632
498,Customer_498,user498@gmail.com,46,USA,1566
499,Customer_499,user499@gmail.com,50,USA,4884
500,Customer_500,user500@gmail.com,49,USA,1023
501,Customer_501,user501@gmail.com,44,USA,1875
502,Customer_502,user502@gmail.com,70,UK,2355
503,Customer_503,user503@gmail.com,23,USA,104
504,Customer_504,user504@gmail.com,46,UK,2432
505,Customer_505,user505@gmail.com,56,UK,3029
506,Customer_506,user506@gmail.com,24,UK,4628
507,Customer_507,user507@gmail.com,31,India,1241
508,Customer_508,user508@gmail.com,20,UK,1948
509,Customer_509,user509@gmail.com,60,USA,1873
510,Customer_510,user510@gmail.com,53,India,985
511,Customer_511,user511@gmail.com,20,USA,2945
512,Customer_512,user512@gmail.com,50,India,3238
513,Customer_513,user513@gmail.com,69,UK,2904
514,Customer_514,user514@gmail.com,58,USA,3363
515,Customer_515,user515@gmail.com,31,USA,3814
516,Customer_516,user516@gmail.com,41,India,573
517,Customer_517,user517@gmail.com,65,UK,2885
518,Customer_518,user518@gmail.com,55,UK,3390
519,Customer_519,user519@gmail.com,22,USA,4351
520,Customer_520,user520@gmail.com,40,UK,361
521,Customer_521,user521@gmail.com,66,USA,4114
522,Customer_522,user522@gmail.com,24,USA,1798
523,Customer_523,user523@gmail.com,27,USA,4283
524,Customer_524,user524@gmail.com,52,UK,2669
525,Customer_525,user525@gmail.com,25,UK,1857
526,Customer_526,user526@gmail.com,65,UK,4219
527,Customer_527,user527@gmail.com,31,India,1320
528,Customer_528,user528@gmail.com,54,India,2732
529,Customer_529,user529@gmail.com,59,India,1931
530,Customer_530,user530@gmail.com,44,India,1397
531,Customer_531,user531@gmail.com,67,USA,3420
532,Customer_532,user532@gmail.com,64,UK,2164
533,Customer_533,user533@gmail.com,32,USA,673
534,Customer_534,user534@gmail.com,40,USA,3059
535,Customer_535,user535@gmail.com,45,India,725
536,Customer_536,user536@gmail.com,24,USA,427
537,Customer_537,user537@gmail.com,68,USA,1838
538,Customer_538,user538@gmail.com,43,UK,2182
539,Customer_539,user539@gmail.com,59,UK,4324
540,Customer_540,user540@gmail.com,20,India,2468
541,Customer_541,user541@gmail.com,18,India,3354
542,Customer_542,user542@gmail.com,57,USA,2912
543,Customer_543,user543@gmail.com,23,USA,4640
544,Customer_544,user544@gmail.com,66,USA,939
545,Customer_545,user545@gmail.com,66,India,3180
546,Customer_546,user546@gmail.com,28,USA,1482
547,Customer_547,user547@gmail.com,33,USA,2805
548,Customer_548,user548@gmail.com,39,India,4022
549,Customer_549,user549@gmail.com,36,USA,4989
550,Customer_550,user550@gmail.com,24,UK,334
551,Customer_551,user551@gmail.com,50,UK,1705
552,Customer_552,user552@gmail.com,58,India,2223
553,Customer_553,user553@gmail.com,18,India,3954
554,Customer_554,user554@gmail.com,44,UK,4977
555,Customer_555,user555@gmail.com,56,UK,4088
556,Customer_556,user556@gmail.com,21,UK,4434
557,Customer_557,user557@gmail.com,37,USA,3626
558,Customer_558,user558@gmail.com,29,UK,2395
559,Customer_559,user559@gmail.com,20,USA,1324
560,Customer_560,user560@gmail.com,54,India,3809
561,Customer_561,user561@gmail.com,27,USA,3602
562,Customer_562,user562@gmail.com,62,UK,1704
563,Customer_563,user563@gmail.com,23,USA,3969
564,Customer_564,user564@gmail.com,45,USA,994
565,Customer_565,user565@gmail.com,50,UK,4709
566,Customer_566,user566@gmail.com,44,USA,2324
567,Customer_567,user567@gmail.com,28,USA,3384
